0.133258	-0.000002	 0.001393	
0.219840	-0.010918	 0.004790	
0.318666	-0.086322	 0.003367	
0.405348	-0.153664	 0.089150	
0.216467	-0.392437	 -0.023064	
0.268604	-0.335837	 -0.209232	
0.473487	-1.291578	 0.020328	
-0.452613	-1.302082	 0.310464	
0.031192	-1.166563	 0.627983	
-0.365190	-1.973269	 0.177584	
-0.042120	-2.216713	 -0.942487	
-0.573417	-1.794984	 -0.220541	
-0.570171	-1.268318	 -0.157202	
0.260298	-1.338745	 0.304957	
-0.199207	-2.240297	 -0.429813	
-0.153720	-2.519168	 -1.758947	
0.364951	-1.506617	 -0.870829	
0.197727	-1.732755	 -0.835443	
1.474951	-0.584776	 -0.253313	
1.825322	-0.365621	 -0.862353	
2.165508	-0.193572	 -0.681649	
2.692808	0.930347	 -1.583986	
2.231334	0.529669	 -1.259840	
2.537823	0.218930	 -2.027512	
2.008758	0.026049	 -1.288405	
1.245846	-0.619158	 -2.717020	
0.721238	-1.417295	 -2.921337	
0.842721	-2.777127	 -2.962108	
1.348876	-1.317802	 -2.733284	
1.321291	-1.306344	 -3.002499	
1.699387	-0.690172	 -2.439568	
0.736218	-1.240173	 -1.801751	
0.100217	-1.991964	 -1.854710	
1.280864	-2.209549	 -2.626134	
1.681580	-2.688787	 -1.934531	
2.037401	-3.165358	 -2.358222	
1.074196	-1.688448	 -2.545915	
0.907935	-1.087307	 -2.602051	
1.519107	-1.602819	 -2.898531	
1.518506	-1.288992	 -3.721534	
1.885388	-1.911438	 -3.076044	
3.010714	-1.090184	 -2.791804	
3.364590	-2.422305	 -3.998424	
2.904764	-3.009860	 -4.220023	
2.772783	-2.175743	 -3.709669	
2.705204	-2.858286	 -3.275981	
2.237143	-2.589234	 -3.084870	
2.464928	-2.599788	 -3.197342	
1.871997	-2.818547	 -3.390071	
2.807859	-2.248380	 -3.245079	
2.245903	-1.697843	 -4.150199	
2.178696	-1.632290	 -4.834822	
2.630331	-1.891031	 -4.899168	
2.296772	-1.041033	 -4.801469	
2.559730	-1.248865	 -4.334328	
1.849319	-1.743130	 -4.561171	
2.150363	-1.929293	 -3.881790	
1.982814	-2.784543	 -4.119628	
1.922755	-3.068124	 -3.753109	
2.914941	-2.977559	 -3.789620	
2.861055	-3.086289	 -4.325072	
3.486604	-2.390009	 -4.683324	
3.168091	-2.220577	 -4.871660	
3.387871	-2.352703	 -4.215648	
2.038610	-3.165353	 -3.802572	
2.455388	-4.374063	 -3.526823	
2.111244	-3.746095	 -4.479675	
2.174751	-3.040697	 -5.142094	
3.124100	-2.762400	 -5.729351	
2.716379	-3.188406	 -6.455659	
2.809278	-3.638985	 -5.354846	
2.714605	-3.580809	 -6.481065	
3.234879	-3.320405	 -6.176536	
3.146912	-3.236064	 -4.775780	
3.265916	-3.316051	 -4.445326	
3.752355	-2.717716	 -5.288723	
3.820746	-3.724686	 -6.018817	
3.333789	-3.639913	 -6.466423	
3.765032	-3.336268	 -6.287832	
4.215007	-3.277970	 -7.117282	
4.016711	-3.705197	 -7.313735	
3.931580	-3.353801	 -6.580873	
3.646796	-3.643635	 -6.188466	
3.823871	-4.299800	 -6.966707	
3.364613	-4.034980	 -5.848497	
4.109424	-4.325611	 -6.537210	
4.913879	-4.567403	 -6.409009	
4.190422	-4.312388	 -6.024691	
4.070798	-5.044999	 -5.822170	
4.103747	-4.716544	 -6.236721	
3.445822	-4.103455	 -7.080912	
3.491220	-3.771917	 -6.683218	
4.108439	-3.673878	 -6.938814	
4.227366	-3.671625	 -7.201417	
4.587666	-3.445688	 -7.255279	
5.122650	-3.774485	 -6.826427	
4.689642	-4.076177	 -6.968018	
4.160706	-5.055499	 -7.731946	
3.864801	-5.792180	 -7.595922	
3.582188	-6.159016	 -8.041847	
3.412650	-6.320084	 -7.944981	
3.128866	-5.687090	 -8.268178	
