-0.152665	0.015806	 0.022333	
-0.461989	0.072888	 0.131419	
-0.083180	0.029954	 0.057307	
-0.017876	0.033302	 0.014737	
0.003915	0.031955	 -0.005321	
0.001280	0.016823	 -0.002522	
-0.020793	0.034032	 -0.015626	
-0.002078	0.034500	 -0.045461	
-0.013322	0.009467	 0.004860	
-0.025843	0.027963	 0.000250	
-0.014015	0.007672	 -0.002678	
-0.012714	0.023415	 -0.001721	
-0.013305	0.036672	 0.012919	
0.133251	0.057668	 -0.024293	
0.184280	0.077625	 -0.043446	
0.273871	0.123420	 0.032258	
0.336414	0.150652	 0.020095	
0.443230	0.116176	 0.071124	
0.403002	0.125475	 -0.021930	
0.369869	0.230831	 -0.039030	
0.366142	0.192784	 -0.073260	
0.399174	0.211578	 -0.018388	
0.480866	0.057720	 -0.008260	
0.476924	0.163752	 0.019749	
0.404995	0.153382	 -0.028017	
0.544375	0.133980	 0.006279	
0.508874	0.227165	 -0.037939	
0.452092	0.262861	 -0.014344	
0.498109	0.098970	 -0.045500	
0.509138	0.173899	 0.016654	
0.460975	0.210117	 0.013266	
0.600902	0.119409	 0.026760	
0.479344	0.227885	 -0.080071	
0.620632	0.217290	 -0.074464	
0.467312	0.188104	 0.069282	
0.403632	0.199151	 0.083905	
0.606893	0.033049	 -0.022326	
0.576010	0.190509	 -0.052186	
0.533404	0.202791	 -0.028994	
0.456364	0.174555	 -0.020889	
0.446737	0.219760	 -0.004317	
0.628492	0.201965	 0.024738	
0.658534	0.286382	 -0.094026	
0.611843	0.209837	 0.009211	
0.593423	0.300553	 0.076624	
0.663643	0.212600	 -0.000017	
0.648636	0.295211	 -0.019189	
0.590437	0.211512	 0.041016	
0.715218	0.163277	 -0.005305	
0.585803	0.257575	 0.027595	
0.565779	0.351792	 0.088397	
0.599439	0.306709	 0.048414	
0.571103	0.258168	 -0.031769	
0.670966	0.208876	 -0.022152	
0.651929	0.196952	 0.008410	
0.655637	0.124827	 -0.053474	
0.554600	0.305341	 0.002381	
0.589326	0.247721	 -0.002919	
0.543076	0.234269	 -0.032620	
0.765812	0.149706	 -0.009701	
0.573902	0.275214	 -0.006027	
0.523323	0.337504	 -0.034618	
0.613856	0.321651	 -0.039613	
0.672220	0.220389	 -0.065491	
0.570573	0.236187	 0.010646	
0.535281	0.238101	 0.026791	
0.599633	0.242379	 -0.005035	
0.705914	0.186956	 0.057169	
0.605471	0.190087	 0.015470	
0.633357	0.179712	 0.026136	
0.615020	0.151714	 0.010613	
0.645723	0.224405	 -0.004224	
0.518653	0.269104	 -0.005673	
0.655169	0.254113	 -0.046343	
0.573976	0.200200	 -0.004227	
0.622704	0.178956	 0.080103	
0.622126	0.202559	 -0.000007	
0.661093	0.212223	 0.034483	
0.533399	0.297619	 0.011946	
0.586420	0.341559	 -0.004209	
0.566980	0.203747	 0.017398	
0.696962	0.151749	 -0.027399	
0.533918	0.339773	 -0.066790	
0.470101	0.272404	 -0.010566	
0.669529	0.109176	 0.005293	
0.504228	0.353567	 -0.035270	
0.664739	0.218991	 0.002073	
0.571733	0.156014	 0.004974	
0.576187	0.225640	 -0.058909	
0.480436	0.306512	 -0.008797	
0.563275	0.155399	 0.020253	
0.625864	0.188491	 0.000593	
0.494290	0.286526	 0.048950	
0.623201	0.189310	 -0.036457	
0.520138	0.308928	 -0.037314	
0.597655	0.194403	 0.019317	
0.419375	0.261918	 0.009827	
0.439422	0.350701	 0.046662	
0.614985	0.226381	 -0.032629	
0.605010	0.145391	 -0.018250	
0.577991	0.297710	 0.006578	
0.370465	0.452848	 -0.074151	
0.677490	0.085499	 -0.006950	
0.652359	0.298140	 0.003858	
0.586317	0.219083	 -0.057533	
0.577401	0.286735	 -0.078369	
0.608169	0.220832	 0.035433	
0.546494	0.265229	 0.059754	
0.533134	0.272253	 0.056296	
0.658942	0.207627	 -0.041265	
0.558095	0.365395	 -0.108559	
0.763384	0.283375	 0.001503	
0.734163	0.209775	 -0.102249	
0.693780	0.304546	 0.033236	
0.842409	0.306643	 0.021995	
0.821675	0.184589	 -0.071411	
0.723852	0.359255	 0.025103	
0.670700	0.301855	 0.014688	
0.665680	0.201172	 -0.035438	
0.631486	0.376194	 0.016044	
0.499642	0.249143	 -0.008825	
0.680515	0.335888	 0.038018	
0.673432	0.157874	 -0.036016	
0.530941	0.309594	 0.001657	
0.751942	0.149149	 -0.005814	
0.612897	0.261074	 -0.011643	
0.723709	0.212147	 0.017643	
0.630525	0.177390	 -0.046311	
0.691417	0.292132	 -0.024001	
0.633525	0.341555	 0.023298	
0.640392	0.298978	 0.032179	
0.761622	0.283169	 -0.032486	
0.819387	0.291511	 -0.037404	
0.651694	0.334743	 -0.047573	
0.650277	0.356484	 0.001525	
0.782466	0.332866	 0.021394	
0.756839	0.224554	 0.039397	
0.790040	0.276996	 0.026646	
0.785062	0.300972	 0.030374	
0.898111	0.239193	 -0.014745	
0.761336	0.294493	 -0.034487	
0.704723	0.578391	 -0.008629	
0.874747	0.232869	 -0.028713	
0.698925	0.431465	 -0.037858	
0.953249	0.253613	 0.030051	
0.803896	0.329807	 -0.060187	
0.878181	0.294652	 -0.032358	
0.760180	0.530647	 -0.022598	
0.859354	0.376637	 -0.040341	
0.887784	0.247887	 -0.026088	
