0.148354	-0.003647	 0.001351	
0.238589	-0.021244	 0.001258	
0.308271	-0.114384	 -0.000614	
0.340537	-0.299438	 0.079110	
0.292435	-0.609237	 -0.038024	
0.361843	-0.694384	 0.113732	
0.132269	-1.306461	 0.006112	
-0.379634	-1.798977	 0.169853	
-0.554544	-2.052089	 0.332707	
-0.551817	-2.002766	 0.126302	
-0.188649	-0.764815	 0.361203	
0.481063	-0.942085	 -0.192673	
0.983960	-1.361308	 0.402159	
0.882215	-1.089582	 0.151224	
1.350744	-1.835916	 -0.067132	
1.244592	-1.446548	 -0.127587	
0.413726	-1.117030	 -0.837504	
1.168864	-1.079313	 -0.542978	
1.633091	-1.315365	 -0.352507	
1.843172	-1.322145	 -0.799598	
1.906506	-1.532463	 -0.997953	
1.739009	-0.460188	 -0.735716	
1.247638	-0.170133	 -0.844024	
0.968586	-0.346136	 -1.488162	
1.040126	-1.092413	 -2.107337	
0.786647	-1.100307	 -1.649334	
1.007117	-0.654893	 -1.856254	
1.322737	-0.640533	 -1.819439	
1.506255	-0.592589	 -2.290075	
1.732358	-0.507031	 -2.366918	
1.987274	-1.037614	 -1.940079	
2.419809	-0.908884	 -2.102008	
2.105186	-0.097456	 -1.706572	
2.409679	-0.265234	 -1.635484	
2.582948	-1.363904	 -1.544875	
2.451976	-0.850521	 -1.823202	
2.808958	-1.098663	 -1.334871	
2.835018	-0.815823	 -1.166985	
2.645427	-1.241572	 -1.592561	
2.534506	-1.689152	 -1.758823	
2.308366	-1.510567	 -1.967402	
2.697987	-1.172680	 -2.198375	
2.540100	-0.936915	 -2.448862	
2.262286	-0.762436	 -2.751141	
1.953416	-0.453966	 -1.759368	
2.281561	-1.282185	 -1.998309	
2.307648	-1.294354	 -2.524805	
2.655738	-1.143536	 -2.587297	
2.750167	-1.588257	 -2.735440	
2.777011	-1.384240	 -2.534982	
3.657078	-1.322714	 -2.264192	
3.339346	-1.545678	 -2.359279	
3.258401	-1.534280	 -2.544793	
3.636197	-1.614856	 -2.710527	
4.049179	-1.108824	 -2.240019	
4.531056	-1.341297	 -2.823944	
3.688641	-1.129480	 -2.382426	
3.439591	-1.486919	 -2.596937	
3.227645	-1.254583	 -2.744854	
4.482272	-1.630195	 -2.870562	
4.782164	-1.978633	 -2.652339	
4.721799	-1.819494	 -2.494749	
4.693467	-1.452113	 -2.665635	
5.107514	-1.338411	 -2.754660	
